Time,Humditiy
2022-01-29-19:57,47.9
2022-01-29-20:12,45.15
2022-01-29-20:27,49.98
2022-01-29-20:42,49.69
2022-01-29-20:57,42.62
2022-01-29-21:12,45.85
2022-01-29-21:27,49.6
2022-01-29-21:42,51.39
2022-01-29-21:57,49.95
2022-01-29-22:12,53.95
2022-01-29-22:27,52.12
2022-01-29-22:42,44.91
2022-01-29-22:57,44.24
2022-01-29-23:12,48.5
2022-01-29-23:27,47.98
2022-01-29-23:42,49.78
2022-01-29-23:57,46.41
2022-01-30-0:12,46.95
2022-01-30-0:27,43.47
2022-01-30-0:42,42.68
2022-01-30-0:57,44.14
2022-01-30-1:12,42.34
2022-01-30-1:27,49.65
2022-01-30-1:42,48.33
2022-01-30-1:57,43.08
2022-01-30-2:12,45.2
2022-01-30-2:27,48.47
2022-01-30-2:42,53.4
2022-01-30-2:57,45.99
2022-01-30-3:12,52.69
2022-01-30-3:27,47.26
2022-01-30-3:42,48.31
2022-01-30-3:57,51.26
2022-01-30-4:12,51.12
2022-01-30-4:27,46.74
2022-01-30-4:42,46.05
2022-01-30-4:57,45.8
2022-01-30-5:12,53.54
2022-01-30-5:27,47.12
2022-01-30-5:42,49.97
2022-01-30-5:57,42.44
2022-01-30-6:12,53.55
2022-01-30-6:27,45.28
2022-01-30-6:42,54.03
2022-01-30-6:57,53.15
2022-01-30-7:12,49.92
2022-01-30-7:27,52.78
2022-01-30-7:42,44.38
2022-01-30-7:57,49.87
2022-01-30-8:12,43.6
2022-01-30-8:27,52.49
2022-01-30-8:42,49.72
2022-01-30-8:57,41.6
2022-01-30-9:12,44.39
2022-01-30-9:27,49.51
2022-01-30-9:42,46.39
2022-01-30-9:57,53.26
2022-01-30-10:12,49.12
2022-01-30-10:27,47.22
2022-01-30-10:42,47.98
2022-01-30-10:57,49.66
2022-01-30-11:12,48.95
2022-01-30-11:27,51.03
2022-01-30-11:42,48.04
2022-01-30-11:57,46.41
2022-01-30-12:12,53.45
2022-01-30-12:27,47.82
2022-01-30-12:42,45.1
2022-01-30-12:57,54.32
2022-01-30-13:12,52.48
2022-01-30-13:27,42.61
2022-01-30-13:42,44.37
2022-01-30-13:57,42.9
2022-01-30-14:12,49.98
2022-01-30-14:27,48.17
2022-01-30-14:42,41.89
2022-01-30-14:57,43.89
2022-01-30-15:12,44.23
2022-01-30-15:27,48.55
2022-01-30-15:42,52.2
2022-01-30-15:57,52.89
2022-01-30-16:12,44.88
2022-01-30-16:27,46.79
2022-01-30-16:42,49.1
2022-01-30-16:57,43.96
2022-01-30-17:12,48.46
2022-01-30-17:27,53.01
2022-01-30-17:42,46.22
2022-01-30-17:57,45.63
2022-01-30-18:12,52.14
2022-01-30-18:27,47.44
2022-01-30-18:42,46.69
2022-01-30-18:57,47.08
2022-01-30-19:12,49.7
2022-01-30-19:27,53.44
2022-01-30-19:42,46.52
2022-01-30-19:57,47.48
2022-01-30-20:12,44.92
2022-01-30-20:27,51.89
2022-01-30-20:42,42.44
2022-01-30-20:57,41.97
2022-01-30-21:12,48.81
2022-01-30-21:27,41.54
2022-01-30-21:42,44.29
2022-01-30-21:57,44.57
2022-01-30-22:12,52.38
2022-01-30-22:27,50.86
2022-01-30-22:42,45.49
2022-01-30-22:57,42.08
2022-01-30-23:12,43.04
2022-01-30-23:27,45.87
2022-01-30-23:42,49.19
2022-01-30-23:57,44.19
2022-01-31-0:12,47.7
2022-01-31-0:27,52.43
2022-01-31-0:42,54.43
2022-01-31-0:57,47.83
2022-01-31-1:12,43.16
2022-01-31-1:27,42.24
2022-01-31-1:42,42.41
2022-01-31-1:57,49.7
2022-01-31-2:12,52.51
2022-01-31-2:27,46.65
2022-01-31-2:42,44.16
2022-01-31-2:57,44.06
2022-01-31-3:12,45.54
2022-01-31-3:27,48.66
2022-01-31-3:42,41.69
2022-01-31-3:57,52.3
2022-01-31-4:12,54.0
2022-01-31-4:27,50.73
2022-01-31-4:42,42.71
2022-01-31-4:57,44.07
2022-01-31-5:12,42.51
2022-01-31-5:27,45.03
2022-01-31-5:42,41.86
2022-01-31-5:57,47.64
2022-01-31-6:12,46.8
2022-01-31-6:27,47.48
2022-01-31-6:42,45.43
2022-01-31-6:57,50.44
2022-01-31-7:12,47.25
2022-01-31-7:27,42.6
2022-01-31-7:42,42.32
2022-01-31-7:57,42.4
2022-01-31-8:12,51.52
2022-01-31-8:27,43.14
2022-01-31-8:42,54.24
2022-01-31-8:57,52.64
2022-01-31-9:12,45.23
2022-01-31-9:27,41.45
2022-01-31-9:42,45.81
2022-01-31-9:57,54.01
2022-01-31-10:12,54.16
2022-01-31-10:27,46.56
2022-01-31-10:42,52.55
2022-01-31-10:57,47.4
2022-01-31-11:12,43.72
2022-01-31-11:27,43.85
2022-01-31-11:42,50.53
2022-01-31-11:57,46.3
2022-01-31-12:12,45.57
2022-01-31-12:27,43.19
2022-01-31-12:42,46.5
2022-01-31-12:57,46.99
2022-01-31-13:12,50.02
2022-01-31-13:27,49.17
2022-01-31-13:42,51.84
2022-01-31-13:57,41.2
2022-01-31-14:12,41.78
2022-01-31-14:27,42.48
2022-01-31-14:42,48.27
2022-01-31-14:57,41.7
2022-01-31-15:12,41.17
2022-01-31-15:27,51.64
2022-01-31-15:42,41.69
2022-01-31-15:57,51.01
2022-01-31-16:12,46.45
2022-01-31-16:27,47.09
2022-01-31-16:42,47.14
2022-01-31-16:57,48.09
2022-01-31-17:12,45.69
2022-01-31-17:27,41.69
2022-01-31-17:42,54.35
2022-01-31-17:57,41.5
2022-01-31-18:12,44.55
2022-01-31-18:27,47.63
2022-01-31-18:42,48.42
2022-01-31-18:57,42.7
2022-01-31-19:12,48.37
2022-01-31-19:27,52.29
2022-01-31-19:42,49.08
2022-01-31-19:57,53.71
2022-01-31-20:12,48.7
2022-01-31-20:27,43.14
2022-01-31-20:42,49.86
2022-01-31-20:57,48.43
2022-01-31-21:12,53.67
2022-01-31-21:27,44.73
2022-01-31-21:42,41.24
2022-01-31-21:57,46.59
2022-01-31-22:12,43.55
2022-01-31-22:27,47.39
2022-01-31-22:42,44.07
2022-01-31-22:57,49.99
2022-01-31-23:12,53.79
2022-01-31-23:27,43.71
2022-01-31-23:42,50.51
2022-01-31-23:57,45.23
2022-02-01-0:12,44.44
2022-02-01-0:27,45.65
2022-02-01-0:42,43.36
2022-02-01-0:57,41.4
2022-02-01-1:12,47.78
2022-02-01-1:27,48.09
2022-02-01-1:42,46.33
2022-02-01-1:57,54.1
2022-02-01-2:12,53.92
2022-02-01-2:27,52.63
2022-02-01-2:42,48.62
2022-02-01-2:57,41.1
2022-02-01-3:12,42.27
2022-02-01-3:27,48.91
2022-02-01-3:42,41.36
2022-02-01-3:57,43.59
2022-02-01-4:12,51.14
2022-02-01-4:27,42.43
2022-02-01-4:42,45.62
2022-02-01-4:57,49.96
2022-02-01-5:12,43.44
2022-02-01-5:27,44.17
2022-02-01-5:42,47.38
2022-02-01-5:57,48.16
2022-02-01-6:12,44.07
2022-02-01-6:27,47.58
2022-02-01-6:42,47.55
2022-02-01-6:57,45.65
2022-02-01-7:12,50.66
2022-02-01-7:27,52.75
2022-02-01-7:42,44.87
2022-02-01-7:57,42.65
2022-02-01-8:12,41.64
2022-02-01-8:27,43.06
2022-02-01-8:42,49.78
2022-02-01-8:57,46.13
2022-02-01-9:12,43.78
2022-02-01-9:27,47.1
2022-02-01-9:42,42.2
2022-02-01-9:57,47.67
2022-02-01-10:12,54.0
2022-02-01-10:27,42.68
2022-02-01-10:42,41.56
2022-02-01-10:57,49.82
2022-02-01-11:12,46.68
2022-02-01-11:27,44.97
2022-02-01-11:42,47.43
2022-02-01-11:57,52.7
2022-02-01-12:12,44.17
2022-02-01-12:27,54.35
2022-02-01-12:42,42.95
2022-02-01-12:57,52.95
2022-02-01-13:12,51.75
2022-02-01-13:27,41.51
2022-02-01-13:42,53.76
2022-02-01-13:57,44.66
2022-02-01-14:12,50.37
2022-02-01-14:27,49.71
2022-02-01-14:42,49.03
2022-02-01-14:57,49.64
2022-02-01-15:12,43.83
2022-02-01-15:27,43.93
2022-02-01-15:42,44.75
2022-02-01-15:57,45.21
2022-02-01-16:12,45.84
2022-02-01-16:27,47.27
2022-02-01-16:42,44.48
2022-02-01-16:57,41.95
2022-02-01-17:12,47.33
2022-02-01-17:27,43.03
2022-02-01-17:42,48.25
2022-02-01-17:57,47.29
2022-02-01-18:12,47.3
2022-02-01-18:27,42.39
2022-02-01-18:42,45.26
2022-02-01-18:57,41.13
2022-02-01-19:12,49.63
2022-02-01-19:27,50.24
2022-02-01-19:42,42.84
2022-02-01-19:57,45.7
2022-02-01-20:12,51.99
2022-02-01-20:27,46.21
2022-02-01-20:42,43.36
2022-02-01-20:57,44.77
2022-02-01-21:12,46.48
2022-02-01-21:27,54.23
2022-02-01-21:42,51.8
2022-02-01-21:57,42.04
2022-02-01-22:12,54.45
2022-02-01-22:27,42.15
2022-02-01-22:42,49.81
2022-02-01-22:57,50.55
2022-02-01-23:12,53.15
2022-02-01-23:27,49.48
2022-02-01-23:42,53.51
2022-02-01-23:57,43.95
2022-02-02-0:12,47.47
2022-02-02-0:27,42.07
2022-02-02-0:42,53.94
2022-02-02-0:57,42.16
2022-02-02-1:12,47.99
2022-02-02-1:27,41.86
2022-02-02-1:42,41.47
2022-02-02-1:57,50.87
2022-02-02-2:12,51.47
2022-02-02-2:27,44.01
2022-02-02-2:42,46.35
2022-02-02-2:57,45.79
2022-02-02-3:12,46.86
2022-02-02-3:27,48.58
2022-02-02-3:42,41.63
2022-02-02-3:57,48.52
2022-02-02-4:12,53.64
2022-02-02-4:27,41.29
2022-02-02-4:42,52.11
2022-02-02-4:57,53.31
2022-02-02-5:12,50.37
2022-02-02-5:27,46.51
2022-02-02-5:42,46.61
2022-02-02-5:57,47.22
2022-02-02-6:12,45.38
2022-02-02-6:27,41.07
2022-02-02-6:42,51.67
2022-02-02-6:57,51.06
2022-02-02-7:12,42.82
2022-02-02-7:27,45.54
2022-02-02-7:42,50.04
2022-02-02-7:57,46.15
2022-02-02-8:12,47.77
2022-02-02-8:27,47.21
2022-02-02-8:42,45.22
2022-02-02-8:57,44.29
2022-02-02-9:12,43.14
2022-02-02-9:27,48.38
2022-02-02-9:42,48.02
2022-02-02-9:57,43.53
2022-02-02-10:12,41.47
2022-02-02-10:27,43.86
2022-02-02-10:42,50.87
2022-02-02-10:57,48.25
2022-02-02-11:12,42.54
2022-02-02-11:27,41.4
2022-02-02-11:42,42.42
2022-02-02-11:57,50.05
2022-02-02-12:12,52.61
2022-02-02-12:27,47.14
2022-02-02-12:42,42.47
2022-02-02-12:57,44.6
2022-02-02-13:12,49.27
2022-02-02-13:27,41.99
2022-02-02-13:42,46.71
2022-02-02-13:57,43.08
2022-02-02-14:12,48.93
2022-02-02-14:27,45.44
2022-02-02-14:42,43.96
2022-02-02-14:57,47.84
2022-02-02-15:12,48.17
2022-02-02-15:27,51.89
2022-02-02-15:42,42.93
2022-02-02-15:57,51.42
2022-02-02-16:12,52.85
2022-02-02-16:27,47.79
2022-02-02-16:42,47.74
2022-02-02-16:57,49.94
2022-02-02-17:12,44.33
2022-02-02-17:27,51.76
2022-02-02-17:42,45.01
2022-02-02-17:57,51.61
2022-02-02-18:12,54.29
2022-02-02-18:27,50.1
2022-02-02-18:42,44.86
2022-02-02-18:57,50.47
2022-02-02-19:12,52.3
2022-02-02-19:27,50.94
2022-02-02-19:42,41.88
2022-02-02-19:57,48.34
2022-02-02-20:12,51.22
2022-02-02-20:27,47.07
2022-02-02-20:42,41.45
2022-02-02-20:57,49.76
2022-02-02-21:12,47.13
2022-02-02-21:27,46.34
2022-02-02-21:42,54.5
2022-02-02-21:57,51.35
2022-02-02-22:12,44.27
2022-02-02-22:27,51.85
2022-02-02-22:42,45.67
2022-02-02-22:57,49.9
2022-02-02-23:12,41.67
2022-02-02-23:27,47.86
2022-02-02-23:42,48.04
2022-02-02-23:57,48.0
2022-02-03-0:12,54.25
2022-02-03-0:27,46.83
2022-02-03-0:42,49.75
2022-02-03-0:57,51.15
2022-02-03-1:12,45.39
2022-02-03-1:27,50.44
2022-02-03-1:42,48.39
2022-02-03-1:57,52.88
2022-02-03-2:12,50.25
2022-02-03-2:27,52.46
2022-02-03-2:42,48.11
2022-02-03-2:57,47.38
2022-02-03-3:12,48.44
2022-02-03-3:27,47.38
2022-02-03-3:42,52.05
2022-02-03-3:57,43.65
2022-02-03-4:12,42.34
2022-02-03-4:27,45.85
2022-02-03-4:42,41.79
2022-02-03-4:57,50.41
2022-02-03-5:12,45.65
2022-02-03-5:27,46.89
2022-02-03-5:42,46.05
2022-02-03-5:57,47.73
2022-02-03-6:12,45.65
2022-02-03-6:27,52.27
2022-02-03-6:42,44.09
2022-02-03-6:57,52.74
2022-02-03-7:12,44.98
2022-02-03-7:27,44.58
2022-02-03-7:42,47.37
2022-02-03-7:57,49.24
2022-02-03-8:12,50.34
2022-02-03-8:27,49.43
2022-02-03-8:42,48.86
2022-02-03-8:57,42.03
2022-02-03-9:12,49.37
2022-02-03-9:27,51.45
2022-02-03-9:42,47.85
2022-02-03-9:57,49.28
2022-02-03-10:12,41.24
2022-02-03-10:27,49.37
2022-02-03-10:42,52.96
2022-02-03-10:57,53.44
2022-02-03-11:12,42.12
2022-02-03-11:27,41.64
2022-02-03-11:42,53.44
2022-02-03-11:57,45.68
2022-02-03-12:12,48.14
2022-02-03-12:27,51.88
2022-02-03-12:42,52.25
2022-02-03-12:57,53.21
2022-02-03-13:12,44.33
2022-02-03-13:27,47.17
2022-02-03-13:42,43.99
2022-02-03-13:57,43.48
2022-02-03-14:12,43.88
2022-02-03-14:27,44.45
2022-02-03-14:42,45.87
2022-02-03-14:57,41.41
2022-02-03-15:12,53.16
2022-02-03-15:27,53.98
2022-02-03-15:42,46.23
2022-02-03-15:57,50.06
2022-02-03-16:12,52.57
2022-02-03-16:27,51.87
2022-02-03-16:42,46.75
2022-02-03-16:57,54.28
2022-02-03-17:12,48.37
2022-02-03-17:27,51.6
2022-02-03-17:42,46.62
2022-02-03-17:57,52.07
2022-02-03-18:12,47.78
2022-02-03-18:27,46.42
2022-02-03-18:42,47.72
2022-02-03-18:57,51.49
2022-02-03-19:12,52.82
2022-02-03-19:27,45.58
2022-02-03-19:42,54.13
2022-02-03-19:57,42.47
2022-02-03-20:12,48.31
2022-02-03-20:27,52.31
2022-02-03-20:42,45.73
2022-02-03-20:57,49.4
2022-02-03-21:12,41.56
2022-02-03-21:27,48.71
2022-02-03-21:42,43.18
2022-02-03-21:57,52.8
2022-02-03-22:12,51.53
2022-02-03-22:27,48.41
2022-02-03-22:42,45.78
2022-02-03-22:57,50.32
2022-02-03-23:12,53.78
2022-02-03-23:27,44.75
2022-02-03-23:42,44.67
2022-02-03-23:57,46.3
2022-02-04-0:12,42.03
2022-02-04-0:27,46.35
2022-02-04-0:42,46.35
2022-02-04-0:57,42.55
2022-02-04-1:12,47.57
2022-02-04-1:27,41.11
2022-02-04-1:42,42.56
2022-02-04-1:57,51.51
2022-02-04-2:12,52.93
2022-02-04-2:27,42.69
2022-02-04-2:42,43.46
2022-02-04-2:57,53.48
2022-02-04-3:12,53.43
2022-02-04-3:27,53.49
2022-02-04-3:42,46.0
2022-02-04-3:57,45.86
2022-02-04-4:12,50.35
2022-02-04-4:27,45.09
2022-02-04-4:42,47.64
2022-02-04-4:57,52.64
2022-02-04-5:12,45.19
2022-02-04-5:27,47.28
2022-02-04-5:42,45.89
2022-02-04-5:57,42.77
2022-02-04-6:12,51.63
2022-02-04-6:27,53.76
2022-02-04-6:42,50.0
2022-02-04-6:57,42.03
2022-02-04-7:12,42.46
2022-02-04-7:27,48.4
2022-02-04-7:42,53.23
2022-02-04-7:57,48.67
2022-02-04-8:12,48.63
2022-02-04-8:27,52.97
2022-02-04-8:42,48.65
2022-02-04-8:57,49.59
2022-02-04-9:12,42.94
2022-02-04-9:27,50.17
2022-02-04-9:42,41.63
2022-02-04-9:57,44.72
2022-02-04-10:12,45.12
2022-02-04-10:27,51.22
2022-02-04-10:42,45.12
2022-02-04-10:57,44.76
2022-02-04-11:12,48.86
2022-02-04-11:27,54.01
2022-02-04-11:42,49.01
2022-02-04-11:57,48.44
2022-02-04-12:12,48.67
2022-02-04-12:27,53.86
2022-02-04-12:42,53.92
2022-02-04-12:57,50.85
2022-02-04-13:12,48.62
2022-02-04-13:27,50.17
2022-02-04-13:42,53.52
2022-02-04-13:57,52.7
2022-02-04-14:12,44.19
2022-02-04-14:27,51.29
2022-02-04-14:42,51.49
2022-02-04-14:57,41.08
2022-02-04-15:12,53.16
2022-02-04-15:27,48.26
2022-02-04-15:42,53.79
2022-02-04-15:57,49.83
2022-02-04-16:12,46.85
2022-02-04-16:27,43.89
2022-02-04-16:42,47.94
2022-02-04-16:57,42.41
2022-02-04-17:12,51.42
2022-02-04-17:27,53.81
2022-02-04-17:42,51.8
2022-02-04-17:57,45.05
2022-02-04-18:12,47.4
2022-02-04-18:27,44.08
2022-02-04-18:42,54.02
2022-02-04-18:57,49.63
2022-02-04-19:12,52.9
2022-02-04-19:27,47.52
2022-02-04-19:42,41.73
2022-02-04-19:57,53.84
2022-02-04-20:12,46.69
2022-02-04-20:27,41.28
2022-02-04-20:42,43.2
2022-02-04-20:57,41.68
2022-02-04-21:12,43.43
2022-02-04-21:27,54.02
2022-02-04-21:42,42.8
2022-02-04-21:57,47.5
2022-02-04-22:12,47.83
2022-02-04-22:27,48.87
2022-02-04-22:42,51.22
2022-02-04-22:57,53.45
2022-02-04-23:12,43.46
2022-02-04-23:27,49.38
2022-02-04-23:42,49.68
2022-02-04-23:57,45.87
2022-02-05-0:12,46.62
2022-02-05-0:27,49.97
2022-02-05-0:42,53.06
2022-02-05-0:57,50.56
2022-02-05-1:12,49.46
2022-02-05-1:27,42.6
2022-02-05-1:42,42.95
2022-02-05-1:57,52.11
2022-02-05-2:12,45.22
2022-02-05-2:27,49.58
2022-02-05-2:42,48.54
2022-02-05-2:57,46.69
2022-02-05-3:12,51.55
2022-02-05-3:28,47.51
2022-02-05-3:43,49.73
2022-02-05-3:58,51.37
2022-02-05-4:13,51.18
2022-02-05-4:28,48.65
2022-02-05-4:43,42.73
2022-02-05-4:58,48.93
2022-02-05-5:13,49.96
2022-02-05-5:28,43.47
2022-02-05-5:43,47.91
2022-02-05-5:58,54.5
2022-02-05-6:13,43.05
2022-02-05-6:28,46.36
2022-02-05-6:43,53.05
2022-02-05-6:58,54.06
2022-02-05-7:13,48.84
2022-02-05-7:28,44.48
2022-02-05-7:43,45.81
2022-02-05-7:58,50.26
2022-02-05-8:13,53.54
2022-02-05-8:28,53.93
2022-02-05-8:43,44.09
2022-02-05-8:58,45.29
2022-02-05-9:13,47.73
2022-02-05-9:28,53.9
2022-02-05-9:43,46.39
2022-02-05-9:58,48.64
2022-02-05-10:13,46.3
2022-02-05-10:28,50.84
2022-02-05-10:43,49.89
2022-02-05-10:58,52.11
2022-02-05-11:13,43.01
2022-02-05-11:28,41.27
2022-02-05-11:43,51.59
2022-02-05-11:58,53.01
2022-02-05-12:13,50.9
2022-02-05-12:28,47.33
2022-02-05-12:43,42.85
2022-02-05-12:58,45.13
2022-02-05-13:13,42.52
2022-02-05-13:28,43.92
2022-02-05-13:43,54.02
2022-02-05-13:58,46.4
2022-02-05-14:13,48.22
2022-02-05-14:28,43.96
2022-02-05-14:43,50.41
2022-02-05-14:58,51.97
2022-02-05-15:13,46.4
2022-02-05-15:28,50.04
2022-02-05-15:43,49.21
2022-02-05-15:58,44.94
2022-02-05-16:13,43.53
2022-02-05-16:28,43.29
2022-02-05-16:43,49.19
2022-02-05-16:58,44.76
2022-02-05-17:13,54.43
2022-02-05-17:28,51.09
2022-02-05-17:43,54.24
2022-02-05-17:58,45.78
2022-02-05-18:13,41.54
2022-02-05-18:28,41.08
2022-02-05-18:43,41.14
2022-02-05-18:58,46.08
2022-02-05-19:13,48.23
2022-02-05-19:28,41.01
2022-02-05-19:43,52.98
2022-02-05-19:58,52.97
2022-02-05-20:13,48.24
2022-02-05-20:28,42.83
2022-02-05-20:43,44.29
2022-02-05-20:58,53.29
2022-02-05-21:13,50.47
2022-02-05-21:28,42.87
2022-02-05-21:43,52.94
2022-02-05-21:58,44.99
2022-02-05-22:13,51.18
2022-02-05-22:28,45.99
2022-02-05-22:43,43.41
2022-02-05-22:58,53.45
2022-02-05-23:13,43.93
2022-02-05-23:28,50.98
2022-02-05-23:43,45.74
2022-02-05-23:58,48.13
2022-02-06-0:13,51.33
2022-02-06-0:28,43.04
2022-02-06-0:43,46.96
2022-02-06-0:58,54.41
2022-02-06-1:13,50.02
2022-02-06-1:28,51.08
2022-02-06-1:43,44.31
2022-02-06-1:58,54.2
2022-02-06-2:13,47.83
2022-02-06-2:28,51.76
2022-02-06-2:43,51.3
2022-02-06-2:58,47.32
2022-02-06-3:13,51.55
2022-02-06-3:28,42.7
2022-02-06-3:43,48.92
2022-02-06-3:58,47.62
2022-02-06-4:13,48.85
2022-02-06-4:28,54.17
2022-02-06-4:43,46.02
2022-02-06-4:58,51.8
2022-02-06-5:13,50.25
2022-02-06-5:28,47.35
2022-02-06-5:43,52.18
2022-02-06-5:58,44.17
2022-02-06-6:13,42.54
2022-02-06-6:28,52.75
2022-02-06-6:43,44.26
2022-02-06-6:58,54.29
2022-02-06-7:13,51.77
2022-02-06-7:28,50.47
2022-02-06-7:43,47.43
2022-02-06-7:58,46.25
2022-02-06-8:13,51.89
2022-02-06-8:28,46.55
2022-02-06-8:43,48.18
2022-02-06-8:58,50.09
2022-02-06-9:13,44.28
2022-02-06-9:28,52.35
2022-02-06-9:43,42.54
2022-02-06-9:58,41.52
2022-02-06-10:13,44.01
2022-02-06-10:28,41.19
2022-02-06-10:43,45.9
2022-02-06-10:58,52.74
2022-02-06-11:13,45.43
2022-02-06-11:28,51.88
2022-02-06-11:43,52.23
2022-02-06-11:58,42.72
2022-02-06-12:13,43.39
2022-02-06-12:28,53.83
2022-02-06-12:43,54.46
2022-02-06-12:58,41.58
2022-02-06-13:13,46.34
2022-02-06-13:28,43.17
2022-02-06-13:43,47.0
2022-02-06-13:58,54.11
2022-02-06-14:13,47.06
2022-02-06-14:28,49.49
2022-02-06-14:43,44.57
2022-02-06-14:58,47.85
2022-02-06-15:13,52.3
2022-02-06-15:28,42.98
2022-02-06-15:43,45.26
2022-02-06-15:58,54.23
2022-02-06-16:13,43.74
2022-02-06-16:28,42.75
2022-02-06-16:43,51.35
2022-02-06-16:58,46.44
2022-02-06-17:13,51.31
2022-02-06-17:28,50.17
2022-02-06-17:43,53.16
2022-02-06-17:58,42.8
2022-02-06-18:13,44.33
2022-02-06-18:28,48.37
2022-02-06-18:43,43.47
2022-02-06-18:58,45.4
2022-02-06-19:13,45.83
2022-02-06-19:28,50.96
2022-02-06-19:43,53.89
2022-02-06-19:58,47.71
2022-02-06-20:13,49.4
2022-02-06-20:28,51.06
2022-02-06-20:43,53.61
2022-02-06-20:58,50.35
2022-02-06-21:13,45.38
2022-02-06-21:28,51.8
2022-02-06-21:43,47.33
2022-02-06-21:58,46.93
2022-02-06-22:13,45.52
2022-02-06-22:28,46.73
2022-02-06-22:43,42.63
2022-02-06-22:58,42.26
2022-02-06-23:13,47.07
2022-02-06-23:28,48.82
2022-02-06-23:43,46.08
2022-02-06-23:58,51.71
2022-02-07-0:13,54.5
2022-02-07-0:28,48.09
2022-02-07-0:43,46.59
2022-02-07-0:58,48.3
2022-02-07-1:13,42.31
2022-02-07-1:28,52.07
2022-02-07-1:43,46.06
2022-02-07-1:58,47.47
2022-02-07-2:13,41.38
2022-02-07-2:28,45.31
2022-02-07-2:43,49.61
2022-02-07-2:58,50.64
2022-02-07-3:13,48.66
2022-02-07-3:28,48.15
2022-02-07-3:43,45.86
2022-02-07-3:58,54.4
2022-02-07-4:13,42.49
2022-02-07-4:28,49.92
2022-02-07-4:43,48.58
2022-02-07-4:58,42.17
2022-02-07-5:13,45.92
2022-02-07-5:28,54.18
2022-02-07-5:43,46.73
2022-02-07-5:58,50.61
2022-02-07-6:13,44.92
2022-02-07-6:28,52.32
2022-02-07-6:43,44.69
2022-02-07-6:58,44.31
2022-02-07-7:13,46.01
2022-02-07-7:28,54.31
2022-02-07-7:43,52.59
2022-02-07-7:58,45.74
2022-02-07-8:13,44.43
2022-02-07-8:28,47.15
2022-02-07-8:43,46.93
2022-02-07-8:58,52.14
2022-02-07-9:13,44.44
2022-02-07-9:28,49.43
2022-02-07-9:43,44.78
2022-02-07-9:58,52.57
2022-02-07-10:13,53.62
2022-02-07-10:28,42.75
2022-02-07-10:43,48.89
2022-02-07-10:58,41.26
2022-02-07-11:13,49.68
2022-02-07-11:28,53.7
2022-02-07-11:43,47.73
2022-02-07-11:58,54.09
2022-02-07-12:13,47.24
2022-02-07-12:28,43.22
2022-02-07-12:43,45.21
2022-02-07-12:58,42.04
2022-02-07-13:13,47.57
2022-02-07-13:28,48.28
2022-02-07-13:43,49.49
2022-02-07-13:58,46.54
2022-02-07-14:13,50.34
2022-02-07-14:28,53.82
2022-02-07-14:43,46.42
2022-02-07-14:58,48.6
2022-02-07-15:13,42.7
2022-02-07-15:28,52.55
2022-02-07-15:43,42.38
2022-02-07-15:58,47.48
2022-02-07-16:13,43.58
2022-02-07-16:28,50.71
2022-02-07-16:43,41.78
2022-02-07-16:58,46.47
2022-02-07-17:13,45.49
2022-02-07-17:28,48.66
2022-02-07-17:43,43.15
2022-02-07-17:58,50.87
2022-02-07-18:13,45.54
2022-02-07-18:28,49.08
2022-02-07-18:43,54.54
2022-02-07-18:58,41.5
2022-02-07-19:13,44.18
2022-02-07-19:28,52.12
2022-02-07-19:43,52.33
2022-02-07-19:58,43.1
2022-02-07-20:13,41.8
2022-02-07-20:28,52.92
2022-02-07-20:43,49.59
2022-02-07-20:58,44.98
2022-02-07-21:13,46.05
2022-02-07-21:28,45.31
2022-02-07-21:43,46.28
2022-02-07-21:58,44.76
2022-02-07-22:13,42.3
2022-02-07-22:28,51.01
2022-02-07-22:43,54.07
2022-02-07-22:58,50.56
2022-02-07-23:13,49.4
2022-02-07-23:28,47.21
2022-02-07-23:43,54.39
2022-02-07-23:58,48.04
2022-02-08-0:13,48.89
2022-02-08-0:28,42.42
2022-02-08-0:43,41.3
2022-02-08-0:58,52.03
2022-02-08-1:13,41.42
2022-02-08-1:28,46.29
2022-02-08-1:43,50.71
2022-02-08-1:58,52.06
2022-02-08-2:13,46.4
2022-02-08-2:28,52.45
2022-02-08-2:43,47.68
2022-02-08-2:58,54.32
2022-02-08-3:13,50.52
2022-02-08-3:28,50.34
2022-02-08-3:43,47.23
2022-02-08-3:58,44.46
2022-02-08-4:13,46.83
2022-02-08-4:28,46.23
2022-02-08-4:43,41.33
2022-02-08-4:58,42.11
2022-02-08-5:13,43.91
2022-02-08-5:28,52.77
2022-02-08-5:43,47.9
2022-02-08-5:58,48.47
2022-02-08-6:13,51.99
2022-02-08-6:28,52.05
2022-02-08-6:43,42.2
2022-02-08-6:58,54.32
2022-02-08-7:13,45.04
2022-02-08-7:28,44.29
2022-02-08-7:43,46.66
2022-02-08-7:58,47.71
2022-02-08-8:13,49.44
2022-02-08-8:28,49.81
2022-02-08-8:43,42.88
2022-02-08-8:58,42.06
2022-02-08-9:13,49.33
2022-02-08-9:28,52.1
2022-02-08-9:43,52.58
2022-02-08-9:58,48.15
2022-02-08-10:13,49.41
2022-02-08-10:28,44.41
2022-02-08-10:43,53.21
2022-02-08-10:58,44.7
2022-02-08-11:13,41.19
2022-02-08-11:28,45.95
2022-02-08-11:43,51.08
2022-02-08-11:58,52.88
2022-02-08-12:13,47.66
2022-02-08-12:28,50.15
2022-02-08-12:43,46.28
